Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SLC9C1","Solute Carrier Family 9 Member C1","Protein Coding","Q4G0N8","41","GC03M112140","30.6478023529053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9C1"
"SLC24A1","Solute Carrier Family 24 Member 1","Protein Coding","O60721","51","GC15P065611","30.6432571411133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC24A1"
"SLC1A7","Solute Carrier Family 1 Member 7","Protein Coding","O00341","52","GC01M053087","30.6083335876465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A7"
"SLC39A6","Solute Carrier Family 39 Member 6","Protein Coding","Q13433","54","GC18M036108","30.5990734100342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6"
"SLC20A1","Solute Carrier Family 20 Member 1","Protein Coding","Q8WUM9","54","GC02P146134","30.5698928833008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC20A1"
"SLC4A7","Solute Carrier Family 4 Member 7","Protein Coding","Q9Y6M7","53","GC03M027372","30.5698928833008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A7"
"SLC25A37","Solute Carrier Family 25 Member 37","Protein Coding","Q9NYZ2","50","GC08P023528","30.5245094299316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A37"
"SLC10A3","Solute Carrier Family 10 Member 3","Protein Coding","P09131","39","GC0XM154488","30.515531539917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A3"
"SLC26A9","Solute Carrier Family 26 Member 9","Protein Coding","Q7LBE3","50","GC01M205883","30.5015354156494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A9"
"SLC45A3","Solute Carrier Family 45 Member 3","Protein Coding","Q96JT2","50","GC01M205626","30.479959487915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A3"
"SLC25A47","Solute Carrier Family 25 Member 47","Protein Coding","Q6Q0C1","48","GC14P100323","30.4754905700684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A47"
"SLC35F3","Solute Carrier Family 35 Member F3","Protein Coding","Q8IY50","41","GC01P233904","30.4754905700684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F3"
"SLC9A4","Solute Carrier Family 9 Member A4","Protein Coding","Q6AI14","40","GC02P102456","30.3773097991943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A4"
"SLC25A3","Solute Carrier Family 25 Member 3","Protein Coding","Q00325","57","GC12P098593","30.3729877471924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3"
"SLC10A4","Solute Carrier Family 10 Member 4","Protein Coding","Q96EP9","42","GC04P048767","30.3619384765625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A4"
"SLC10A6","Solute Carrier Family 10 Member 6","Protein Coding","Q3KNW5","39","GC04M086823","30.345832824707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A6"
"SLC25A32","Solute Carrier Family 25 Member 32","Protein Coding","Q9H2D1","53","GC08M103398","30.3435382843018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A32"
"SLC35F1","Solute Carrier Family 35 Member F1","Protein Coding","Q5T1Q4","43","GC06P117907","30.3219623565674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1"
"SLC35F4","Solute Carrier Family 35 Member F4","Protein Coding","A4IF30","34","GC14M057563","30.3219623565674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F4"
"SLC35E2B","Solute Carrier Family 35 Member E2B","Protein Coding","P0CK96","40","GC01M001659","30.3173885345459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35E2B"
"SLC2A6","Solute Carrier Family 2 Member 6","Protein Coding","Q9UGQ3","50","GC09M133471","30.3165130615234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A6"
"SLC25A14","Solute Carrier Family 25 Member 14","Protein Coding","O95258","46","GC0XP130339","30.312952041626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A14"
"SLC9A8","Solute Carrier Family 9 Member A8","Protein Coding","Q9Y2E8","45","GC20P050859","30.2282905578613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A8"
"SLC22A15","Solute Carrier Family 22 Member 15","Protein Coding","Q8IZD6","41","GC01P115976","30.1812133789063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A15"
"SLC35E1","Solute Carrier Family 35 Member E1","Protein Coding","Q96K37","42","GC19M016549","30.1641063690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35E1"
"SLC35E4","Solute Carrier Family 35 Member E4","Protein Coding","Q6ICL7","36","GC22P075796","30.1641063690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35E4"
"SLC35G1","Solute Carrier Family 35 Member G1","Protein Coding","Q2M3R5","44","GC10P093893","30.1496524810791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35G1"
"SLC25A15","Solute Carrier Family 25 Member 15","Protein Coding","Q9Y619","56","GC13P040789","30.1395244598389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15"
"SLC2A14","Solute Carrier Family 2 Member 14","Protein Coding","Q8TDB8","45","GC12M007812","30.1278381347656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A14"
"SLC8B1","Solute Carrier Family 8 Member B1","Protein Coding","Q6J4K2","47","GC12M113298","30.055980682373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8B1"
"SLC2A12","Solute Carrier Family 2 Member 12","Protein Coding","Q8TD20","48","GC06M133987","30.0276851654053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A12"
"SLC17A3","Solute Carrier Family 17 Member 3","Protein Coding","O00476","51","GC06M025833","29.9953479766846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A3"
"SLC45A2","Solute Carrier Family 45 Member 2","Protein Coding","Q9UMX9","53","GC05M033944","29.9940090179443","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A2"
"SLC17A4","Solute Carrier Family 17 Member 4","Protein Coding","Q9Y2C5","42","GC06P025754","29.9895420074463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A4"
"SLC16A6","Solute Carrier Family 16 Member 6","Protein Coding","O15403","46","GC17M068267","29.9564037322998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A6"
"SLC14A2","Solute Carrier Family 14 Member 2","Protein Coding","Q15849","49","GC18P045167","29.9336128234863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC14A2"
"SLC9A5","Solute Carrier Family 9 Member A5","Protein Coding","Q14940","46","GC16P097618","29.9078636169434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A5"
"SLC23A3","Solute Carrier Family 23 Member 3","Protein Coding","Q6PIS1","40","GC02M219161","29.8698310852051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC23A3"
"SLC41A3","Solute Carrier Family 41 Member 3","Protein Coding","Q96GZ6","43","GC03M126006","29.8409118652344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC41A3"
"SLC35F5","Solute Carrier Family 35 Member F5","Protein Coding","Q8WV83","43","GC02M113783","29.8337993621826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F5"
"SLC35G2","Solute Carrier Family 35 Member G2","Protein Coding","Q8TBE7","39","GC03P136818","29.8337993621826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35G2"
"SLC22A12","Solute Carrier Family 22 Member 12","Protein Coding","Q96S37","58","GC11P094526","29.817943572998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A12"
"SLC26A4","Solute Carrier Family 26 Member 4","Protein Coding","O43511","56","GC07P107660","29.8067054748535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A4"
"SLC12A9","Solute Carrier Family 12 Member 9","Protein Coding","Q9BXP2","46","GC07P100826","29.7665901184082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A9"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","Q9NY26","51","GC01M163912","29.7049255371094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"SLC25A39","Solute Carrier Family 25 Member 39","Protein Coding","Q9BZJ4","45","GC17M044319","29.7045269012451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A39"
"SLC9B2","Solute Carrier Family 9 Member B2","Protein Coding","Q86UD5","43","GC04M103019","29.5986881256104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B2"
"SLC35C2","Solute Carrier Family 35 Member C2","Protein Coding","Q9NQQ7","48","GC20M046345","29.5395240783691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35C2"
"SLC27A6","Solute Carrier Family 27 Member 6","Protein Coding","Q9Y2P4","52","GC05P128538","29.536792755127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A6"
"SLC16A12","Solute Carrier Family 16 Member 12","Protein Coding","Q6ZSM3","45","GC10M089430","29.518611907959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A12"
"SLC35E2A","Solute Carrier Family 35 Member E2A (Pseudogene)","Pseudogene","P0CK97","31","GC01M015044","29.502368927002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35E2A"
"SLC2A13","Solute Carrier Family 2 Member 13","Protein Coding","Q96QE2","49","GC12M039755","29.4886665344238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A13"
"SLC17A9","Solute Carrier Family 17 Member 9","Protein Coding","Q9BYT1","49","GC20P062952","29.465913772583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A9"
"SLC27A1","Solute Carrier Family 27 Member 1","Protein Coding","Q6PCB7","52","GC19P122608","29.4368667602539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A1"
"SLC25A41","Solute Carrier Family 25 Member 41","Protein Coding","Q8N5S1","40","GC19M006426","29.4317817687988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A41"
"SLC22A23","Solute Carrier Family 22 Member 23","Protein Coding","A1A5C7","46","GC06M003849","29.4125518798828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A23"
"SLC7A10","Solute Carrier Family 7 Member 10","Protein Coding","Q9NS82","50","GC19M033208","29.365083694458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A10"
"SLC16A10","Solute Carrier Family 16 Member 10","Protein Coding","Q8TF71","48","GC06P111087","29.365083694458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A10"
"SLC25A4","Solute Carrier Family 25 Member 4","Protein Coding","P12235","61","GC04P185143","29.3583431243896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4"
"SLC35F6","Solute Carrier Family 35 Member F6","Protein Coding","Q8N357","45","GC02P026764","29.2938404083252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F6"
"SLC38A8","Solute Carrier Family 38 Member 8","Protein Coding","A6NNN8","45","GC16M084009","29.2546977996826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A8"
"SLC35A1","Solute Carrier Family 35 Member A1","Protein Coding","P78382","52","GC06P087470","29.2072277069092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35A1"
"SLC16A4","Solute Carrier Family 16 Member 4","Protein Coding","O15374","50","GC01M110362","29.2072277069092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A4"
"SLC16A9","Solute Carrier Family 16 Member 9","Protein Coding","Q7RTY1","47","GC10M059650","29.2072277069092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A9"
"SLC38A6","Solute Carrier Family 38 Member 6","Protein Coding","Q8IZM9","40","GC14P060982","29.1813316345215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A6"
"SLC27A4","Solute Carrier Family 27 Member 4","Protein Coding","Q6P1M0","56","GC09P128340","29.177282333374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A4"
"SLC25A12","Solute Carrier Family 25 Member 12","Protein Coding","O75746","59","GC02M171783","29.1749992370605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A12"
"SLC52A2","Solute Carrier Family 52 Member 2","Protein Coding","Q9HAB3","51","GC08P144333","29.1542892456055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A2"
"SLC9C2","Solute Carrier Family 9 Member C2 (Putative)","Protein Coding","Q5TAH2","40","GC01M173500","29.1411094665527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9C2"
"SLC39A8","Solute Carrier Family 39 Member 8","Protein Coding","Q9C0K1","56","GC04M102252","29.1208076477051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A8"
"SLC17A8","Solute Carrier Family 17 Member 8","Protein Coding","Q8NDX2","51","GC12P100357","29.0915660858154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A8"
"SLC25A17","Solute Carrier Family 25 Member 17","Protein Coding","O43808","48","GC22M079357","29.0915660858154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A17"
"SLC5A7","Solute Carrier Family 5 Member 7","Protein Coding","Q9GZV3","56","GC02P107969","29.0858993530273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A7"
"SLC30A10","Solute Carrier Family 30 Member 10","Protein Coding","Q6XR72","55","GC01M219685","29.0464515686035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A10"
"SLC35G4","Solute Carrier Family 35 Member G4","Protein Coding","P0C7Q5","23","GC18P011609","29.0449981689453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35G4"
"SLC6A17","Solute Carrier Family 6 Member 17","Protein Coding","Q9H1V8","54","GC01P110150","29.04465675354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A17"
"SLC25A51","Solute Carrier Family 25 Member 51","Protein Coding","Q9H1U9","41","GC09M043467","29.0197849273682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A51"
"SLC19A3","Solute Carrier Family 19 Member 3","Protein Coding","Q9BZV2","58","GC02M227685","29.0124282836914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A3"
"SLC22A10","Solute Carrier Family 22 Member 10","Protein Coding","Q63ZE4","41","GC11P063268","28.9995632171631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A10"
"SLC7A13","Solute Carrier Family 7 Member 13","Protein Coding","Q8TCU3","41","GC08M086214","28.9995632171631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A13"
"SLC22A25","Solute Carrier Family 22 Member 25","Protein Coding","Q6T423","44","GC11M128887","28.9243907928467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A25"
"SLC15A3","Solute Carrier Family 15 Member 3","Protein Coding","Q8IY34","43","GC11M128781","28.9168338775635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A3"
"SLC26A10P","Solute Carrier Family 26 Member 10, Pseudogene","Pseudogene","Q8NG04","40","GC12P062084","28.8986530303955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A10P"
"SLC25A48","Solute Carrier Family 25 Member 48","Protein Coding","Q6ZT89","36","GC05P135747","28.8952579498291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A48"
"SLC38A10","Solute Carrier Family 38 Member 10","Protein Coding","Q9HBR0","44","GC17M081244","28.8609066009521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A10"
"SLC10A7","Solute Carrier Family 10 Member 7","Protein Coding","Q0GE19","48","GC04M146253","28.8591480255127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A7"
"SLC10A5","Solute Carrier Family 10 Member 5","Protein Coding","Q5PT55","41","GC08M081694","28.8563385009766","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A5"
"SLC39A14","Solute Carrier Family 39 Member 14","Protein Coding","Q15043","56","GC08P022367","28.7711391448975","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A14"
"SLC22A7","Solute Carrier Family 22 Member 7","Protein Coding","Q9Y694","53","GC06P144966","28.7076244354248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A7"
"SLC15A5","Solute Carrier Family 15 Member 5","Protein Coding","A6NIM6","39","GC12M016188","28.7076244354248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC15A5"
"SLC44A2","Solute Carrier Family 44 Member 2 (CTL2 Blood Group)","Protein Coding","Q8IWA5","50","GC19P010602","28.701150894165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A2"
"SLC5A11","Solute Carrier Family 5 Member 11","Protein Coding","Q8WWX8","48","GC16P096420","28.701150894165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A11"
"SLC39A9","Solute Carrier Family 39 Member 9","Protein Coding","Q9NUM3","45","GC14P069398","28.701150894165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A9"
"SLC35B4","Solute Carrier Family 35 Member B4","Protein Coding","Q969S0","44","GC07M134290","28.701150894165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35B4"
"SLC43A3","Solute Carrier Family 43 Member 3","Protein Coding","Q8NBI5","43","GC11M128684","28.679573059082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC43A3"
"SLC6A20","Solute Carrier Family 6 Member 20","Protein Coding","Q9NP91","52","GC03M045755","28.6741256713867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A20"
"SLC37A3","Solute Carrier Family 37 Member 3","Protein Coding","Q8NCC5","44","GC07M140293","28.6741256713867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC37A3"
"SLC22A6","Solute Carrier Family 22 Member 6","Protein Coding","Q4U2R8","56","GC11M128879","28.6558589935303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A6"
"SLC26A1","Solute Carrier Family 26 Member 1","Protein Coding","Q9H2B4","51","GC04M005234","28.6034049987793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A1"
"SLC2A11","Solute Carrier Family 2 Member 11","Protein Coding","Q9BYW1","46","GC22P023856","28.600980758667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A11"
"SLC22A11","Solute Carrier Family 22 Member 11","Protein Coding","Q9NSA0","51","GC11P094506","28.5560474395752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A11"
"SLC35D3","Solute Carrier Family 35 Member D3","Protein Coding","Q5M8T2","41","GC06P136922","28.5450534820557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D3"
"SLC46A2","Solute Carrier Family 46 Member 2","Protein Coding","Q9BY10","41","GC09M112878","28.5450534820557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A2"
"SLC47A2","Solute Carrier Family 47 Member 2","Protein Coding","Q86VL8","48","GC17M019678","28.5427188873291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC47A2"
"SLC6A19","Solute Carrier Family 6 Member 19","Protein Coding","Q695T7","56","GC05P001201","28.5388259887695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A19"
"SLC35G6","Solute Carrier Family 35 Member G6","Protein Coding","P0C7Q6","33","GC17P121918","28.454381942749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35G6"
"SLC9B1","Solute Carrier Family 9 Member B1","Protein Coding","Q4ZJI4","46","GC04M102885","28.4535675048828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9B1"
"SLC46A1","Solute Carrier Family 46 Member 1","Protein Coding","Q96NT5","55","GC17M084697","28.4442081451416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A1"
